Year,target,source,Population type,value
2013,Czech Rep.,Sri Lanka,Refugees (incl. refugee-like situations),14.00
2013,Czech Rep.,Morocco,Refugees (incl. refugee-like situations),3.00
2013,Czech Rep.,Rep. of Moldova,Refugees (incl. refugee-like situations),21.00
2013,Czech Rep.,The former Yugoslav Republic of Macedonia,Refugees (incl. refugee-like situations),1.00
2013,Czech Rep.,Myanmar,Refugees (incl. refugee-like situations),153.00
2013,Czech Rep.,Mongolia,Refugees (incl. refugee-like situations),2.00
2013,Czech Rep.,Nigeria,Refugees (incl. refugee-like situations),13.00
2013,Czech Rep.,Pakistan,Refugees (incl. refugee-like situations),20.00
2013,Czech Rep.,Palestinian,Refugees (incl. refugee-like situations),2.00
2013,Czech Rep.,Romania,Refugees (incl. refugee-like situations),121.00
2013,Czech Rep.,Russian Federation,Refugees (incl. refugee-like situations),433.00
2013,Czech Rep.,Rwanda,Refugees (incl. refugee-like situations),1.00
2013,Czech Rep.,Saudi Arabia,Refugees (incl. refugee-like situations),3.00
2013,Czech Rep.,Sudan,Refugees (incl. refugee-like situations),20.00
2013,Czech Rep.,Senegal,Refugees (incl. refugee-like situations),1.00
2013,Czech Rep.,Sierra Leone,Refugees (incl. refugee-like situations),5.00
2013,Czech Rep.,Somalia,Refugees (incl. refugee-like situations),29.00
2013,Czech Rep.,Serbia and Kosovo (S/RES/1244 (1999)),Refugees (incl. refugee-like situations),56.00
2013,Czech Rep.,Syrian Arab Rep.,Refugees (incl. refugee-like situations),149.00
2013,Czech Rep.,Chad,Refugees (incl. refugee-like situations),1.00
2013,Czech Rep.,Togo,Refugees (incl. refugee-like situations),3.00
2013,Czech Rep.,Tajikistan,Refugees (incl. refugee-like situations),1.00
2013,Czech Rep.,Turkmenistan,Refugees (incl. refugee-like situations),5.00
2013,Czech Rep.,Tunisia,Refugees (incl. refugee-like situations),1.00
2013,Czech Rep.,Turkey,Refugees (incl. refugee-like situations),18.00
2013,Czech Rep.,Uganda,Refugees (incl. refugee-like situations),4.00
2013,Czech Rep.,Ukraine,Refugees (incl. refugee-like situations),110.00
2013,Czech Rep.,Uzbekistan,Refugees (incl. refugee-like situations),96.00
2013,Czech Rep.,Viet Nam,Refugees (incl. refugee-like situations),67.00
2013,Czech Rep.,Stateless,Refugees (incl. refugee-like situations),144.00
2013,Czech Rep.,South Africa,Refugees (incl. refugee-like situations),3.00
2013,Germany,Afghanistan,Refugees (incl. refugee-like situations),24203.00
2013,Germany,Angola,Refugees (incl. refugee-like situations),850.00
2013,Germany,Albania,Refugees (incl. refugee-like situations),296.00
2013,Germany,United Arab Emirates,Refugees (incl. refugee-like situations),1.00
2013,Germany,Argentina,Refugees (incl. refugee-like situations),16.00
2013,Germany,Armenia,Refugees (incl. refugee-like situations),1022.00
2013,Germany,Australia,Refugees (incl. refugee-like situations),16.00
2013,Germany,Austria,Refugees (incl. refugee-like situations),2.00
2013,Germany,Azerbaijan,Refugees (incl. refugee-like situations),2082.00
2013,Germany,Burundi,Refugees (incl. refugee-like situations),72.00
2013,Germany,Belgium,Refugees (incl. refugee-like situations),5.00
2013,Germany,Benin,Refugees (incl. refugee-like situations),24.00
2013,Germany,Burkina Faso,Refugees (incl. refugee-like situations),38.00
2013,Germany,Bangladesh,Refugees (incl. refugee-like situations),118.00
2013,Germany,Bulgaria,Refugees (incl. refugee-like situations),94.00
2013,Germany,Bahrain,Refugees (incl. refugee-like situations),4.00
2013,Germany,Bahamas,Refugees (incl. refugee-like situations),1.00
2013,Germany,Bosnia and Herzegovina,Refugees (incl. refugee-like situations),1344.00
2013,Germany,Belarus,Refugees (incl. refugee-like situations),155.00
2013,Germany,Bolivia (Plurinational State of),Refugees (incl. refugee-like situations),7.00
2013,Germany,Brazil,Refugees (incl. refugee-like situations),66.00
2013,Germany,Barbados,Refugees (incl. refugee-like situations),1.00
2013,Germany,Bhutan,Refugees (incl. refugee-like situations),31.00
2013,Germany,Botswana,Refugees (incl. refugee-like situations),1.00
2013,Germany,Canada,Refugees (incl. refugee-like situations),34.00
2013,Germany,Chile,Refugees (incl. refugee-like situations),196.00
2013,Germany,China,Refugees (incl. refugee-like situations),1490.00
2013,Germany,C̫te d'Ivoire,Refugees (incl. refugee-like situations),185.00
2013,Germany,Cameroon,Refugees (incl. refugee-like situations),528.00
2013,Germany,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),1672.00
2013,Germany,Congo,Refugees (incl. refugee-like situations),194.00
2013,Germany,Colombia,Refugees (incl. refugee-like situations),70.00
2013,Germany,Comoros,Refugees (incl. refugee-like situations),1.00
2013,Germany,Cabo Verde,Refugees (incl. refugee-like situations),2.00
2013,Germany,Costa Rica,Refugees (incl. refugee-like situations),3.00
2013,Germany,Cuba,Refugees (incl. refugee-like situations),126.00
2013,Germany,Czech Rep.,Refugees (incl. refugee-like situations),510.00
2013,Germany,Djibouti,Refugees (incl. refugee-like situations),2.00
2013,Germany,Dominican Rep.,Refugees (incl. refugee-like situations),19.00
2013,Germany,Algeria,Refugees (incl. refugee-like situations),307.00
2013,Germany,Ecuador,Refugees (incl. refugee-like situations),22.00
2013,Germany,Egypt,Refugees (incl. refugee-like situations),266.00
2013,Germany,Eritrea,Refugees (incl. refugee-like situations),3984.00
2013,Germany,Spain,Refugees (incl. refugee-like situations),12.00
2013,Germany,Estonia,Refugees (incl. refugee-like situations),2.00
2013,Germany,Ethiopia,Refugees (incl. refugee-like situations),2639.00
2013,Germany,France,Refugees (incl. refugee-like situations),15.00
2013,Germany,Gabon,Refugees (incl. refugee-like situations),2.00
2013,Germany,United Kingdom,Refugees (incl. refugee-like situations),8.00
2013,Germany,Georgia,Refugees (incl. refugee-like situations),333.00
2013,Germany,Ghana,Refugees (incl. refugee-like situations),236.00
2013,Germany,Guinea,Refugees (incl. refugee-like situations),472.00
2013,Germany,Gambia,Refugees (incl. refugee-like situations),126.00
2013,Germany,Guinea-Bissau,Refugees (incl. refugee-like situations),17.00
2013,Germany,Equatorial Guinea,Refugees (incl. refugee-like situations),15.00
2013,Germany,Greece,Refugees (incl. refugee-like situations),46.00
2013,Germany,Guatemala,Refugees (incl. refugee-like situations),3.00
2013,Germany,Honduras,Refugees (incl. refugee-like situations),8.00
2013,Germany,Croatia,Refugees (incl. refugee-like situations),359.00
2013,Germany,Haiti,Refugees (incl. refugee-like situations),15.00
2013,Germany,Hungary,Refugees (incl. refugee-like situations),308.00
2013,Germany,Indonesia,Refugees (incl. refugee-like situations),28.00
2013,Germany,India,Refugees (incl. refugee-like situations),401.00
2013,Germany,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),17150.00
2013,Germany,Iraq,Refugees (incl. refugee-like situations),40230.00
2013,Germany,Israel,Refugees (incl. refugee-like situations),43.00
2013,Germany,Italy,Refugees (incl. refugee-like situations),10.00
2013,Germany,Jamaica,Refugees (incl. refugee-like situations),3.00
2013,Germany,Jordan,Refugees (incl. refugee-like situations),99.00
2013,Germany,Japan,Refugees (incl. refugee-like situations),112.00
2013,Germany,Kazakhstan,Refugees (incl. refugee-like situations),84.00
2013,Germany,Kenya,Refugees (incl. refugee-like situations),158.00
2013,Germany,Kyrgyzstan,Refugees (incl. refugee-like situations),60.00
2013,Germany,Cambodia,Refugees (incl. refugee-like situations),26.00
2013,Germany,Rep. of Korea,Refugees (incl. refugee-like situations),122.00
2013,Germany,Kuwait,Refugees (incl. refugee-like situations),4.00
2013,Germany,Lao People's Dem. Rep.,Refugees (incl. refugee-like situations),55.00
2013,Germany,Lebanon,Refugees (incl. refugee-like situations),449.00
2013,Germany,Liberia,Refugees (incl. refugee-like situations),68.00
2013,Germany,Libya,Refugees (incl. refugee-like situations),141.00
2013,Germany,Sri Lanka,Refugees (incl. refugee-like situations),4077.00
2013,Germany,Lithuania,Refugees (incl. refugee-like situations),7.00
2013,Germany,Luxembourg,Refugees (incl. refugee-like situations),1.00
2013,Germany,Latvia,Refugees (incl. refugee-like situations),12.00
2013,Germany,Morocco,Refugees (incl. refugee-like situations),144.00
2013,Germany,Rep. of Moldova,Refugees (incl. refugee-like situations),31.00
2013,Germany,Madagascar,Refugees (incl. refugee-like situations),4.00
2013,Germany,Mexico,Refugees (incl. refugee-like situations),28.00
2013,Germany,The former Yugoslav Republic of Macedonia,Refugees (incl. refugee-like situations),341.00
2013,Germany,Mali,Refugees (incl. refugee-like situations),21.00
2013,Germany,Myanmar,Refugees (incl. refugee-like situations),825.00
2013,Germany,Montenegro,Refugees (incl. refugee-like situations),218.00
2013,Germany,Mongolia,Refugees (incl. refugee-like situations),39.00
2013,Germany,Mozambique,Refugees (incl. refugee-like situations),11.00
2013,Germany,Mauritania,Refugees (incl. refugee-like situations),15.00
2013,Germany,Mauritius,Refugees (incl. refugee-like situations),1.00
2013,Germany,Malawi,Refugees (incl. refugee-like situations),2.00
2013,Germany,Malaysia,Refugees (incl. refugee-like situations),11.00
2013,Germany,Namibia,Refugees (incl. refugee-like situations),2.00
2013,Germany,Niger,Refugees (incl. refugee-like situations),36.00
2013,Germany,Nigeria,Refugees (incl. refugee-like situations),720.00
2013,Germany,Nicaragua,Refugees (incl. refugee-like situations),2.00
2013,Germany,Netherlands,Refugees (incl. refugee-like situations),9.00
2013,Germany,Norway,Refugees (incl. refugee-like situations),5.00
2013,Germany,Nepal,Refugees (incl. refugee-like situations),55.00
2013,Germany,New Zealand,Refugees (incl. refugee-like situations),10.00
2013,Germany,Oman,Refugees (incl. refugee-like situations),2.00
2013,Germany,Pakistan,Refugees (incl. refugee-like situations),3387.00
2013,Germany,Panama,Refugees (incl. refugee-like situations),1.00
2013,Germany,Peru,Refugees (incl. refugee-like situations),48.00
2013,Germany,Philippines,Refugees (incl. refugee-like situations),28.00
2013,Germany,Palau,Refugees (incl. refugee-like situations),1.00
2013,Germany,Poland,Refugees (incl. refugee-like situations),742.00
2013,Germany,Dem. People's Rep. of Korea,Refugees (incl. refugee-like situations),112.00
2013,Germany,Portugal,Refugees (incl. refugee-like situations),2.00
2013,Germany,Paraguay,Refugees (incl. refugee-like situations),2.00
2013,Germany,Palestinian,Refugees (incl. refugee-like situations),32.00
2013,Germany,Romania,Refugees (incl. refugee-like situations),182.00
2013,Germany,Russian Federation,Refugees (incl. refugee-like situations),4358.00
2013,Germany,Rwanda,Refugees (incl. refugee-like situations),170.00
2013,Germany,Saudi Arabia,Refugees (incl. refugee-like situations),11.00
2013,Germany,Sudan,Refugees (incl. refugee-like situations),296.00
2013,Germany,Senegal,Refugees (incl. refugee-like situations),31.00
2013,Germany,Singapore,Refugees (incl. refugee-like situations),7.00
2013,Germany,Sierra Leone,Refugees (incl. refugee-like situations),323.00
2013,Germany,El Salvador,Refugees (incl. refugee-like situations),7.00
2013,Germany,Somalia,Refugees (incl. refugee-like situations),3512.00
2013,Germany,Serbia and Kosovo (S/RES/1244 (1999)),Refugees (incl. refugee-like situations),8410.00
2013,Germany,South Sudan,Refugees (incl. refugee-like situations),7.00
2013,Germany,Slovakia,Refugees (incl. refugee-like situations),99.00
2013,Germany,Slovenia,Refugees (incl. refugee-like situations),11.00
2013,Germany,Sweden,Refugees (incl. refugee-like situations),3.00
2013,Germany,Seychelles,Refugees (incl. refugee-like situations),1.00
2013,Germany,Syrian Arab Rep.,Refugees (incl. refugee-like situations),21253.00
2013,Germany,Chad,Refugees (incl. refugee-like situations),18.00
2013,Germany,Togo,Refugees (incl. refugee-like situations),1404.00
2013,Germany,Thailand,Refugees (incl. refugee-like situations),58.00
2013,Germany,Tajikistan,Refugees (incl. refugee-like situations),73.00
2013,Germany,Turkmenistan,Refugees (incl. refugee-like situations),21.00
2013,Germany,Tunisia,Refugees (incl. refugee-like situations),94.00
2013,Germany,Turkey,Refugees (incl. refugee-like situations),24449.00
2013,Germany,United Rep. of Tanzania,Refugees (incl. refugee-like situations),18.00
2013,Germany,Uganda,Refugees (incl. refugee-like situations),120.00
2013,Germany,Ukraine,Refugees (incl. refugee-like situations),261.00
2013,Germany,Uruguay,Refugees (incl. refugee-like situations),2.00
2013,Germany,United States of America,Refugees (incl. refugee-like situations),238.00
2013,Germany,Uzbekistan,Refugees (incl. refugee-like situations),88.00
2013,Germany,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),4.00
2013,Germany,Viet Nam,Refugees (incl. refugee-like situations),1495.00
2013,Germany,Stateless,Refugees (incl. refugee-like situations),920.00
2013,Germany,Various/Unknown,Refugees (incl. refugee-like situations),4523.00
2013,Germany,Yemen,Refugees (incl. refugee-like situations),112.00
2013,Germany,South Africa,Refugees (incl. refugee-like situations),32.00
2013,Germany,Zambia,Refugees (incl. refugee-like situations),5.00
2013,Germany,Zimbabwe,Refugees (incl. refugee-like situations),48.00
2013,Djibouti,Bangladesh,Refugees (incl. refugee-like situations),1.00
2013,Djibouti,Eritrea,Refugees (incl. refugee-like situations),330.00
2013,Djibouti,Ethiopia,Refugees (incl. refugee-like situations),497.00
2013,Djibouti,Iraq,Refugees (incl. refugee-like situations),4.00
2013,Djibouti,Kenya,Refugees (incl. refugee-like situations),9.00
2013,Djibouti,Philippines,Refugees (incl. refugee-like situations),2.00
2013,Djibouti,Sudan,Refugees (incl. refugee-like situations),2.00
2013,Djibouti,Somalia,Refugees (incl. refugee-like situations),19169.00
2013,Djibouti,Yemen,Refugees (incl. refugee-like situations),1.00
2013,Denmark,Afghanistan,Refugees (incl. refugee-like situations),2139.00
2013,Denmark,Angola,Refugees (incl. refugee-like situations),2.00
2013,Denmark,Albania,Refugees (incl. refugee-like situations),45.00
2013,Denmark,Armenia,Refugees (incl. refugee-like situations),70.00
2013,Denmark,Azerbaijan,Refugees (incl. refugee-like situations),92.00
2013,Denmark,Burundi,Refugees (incl. refugee-like situations),31.00
2013,Denmark,Benin,Refugees (incl. refugee-like situations),1.00
2013,Denmark,Burkina Faso,Refugees (incl. refugee-like situations),1.00
2013,Denmark,Bangladesh,Refugees (incl. refugee-like situations),10.00
2013,Denmark,Bosnia and Herzegovina,Refugees (incl. refugee-like situations),103.00
2013,Denmark,Belarus,Refugees (incl. refugee-like situations),7.00
2013,Denmark,Bhutan,Refugees (incl. refugee-like situations),4.00
2013,Denmark,China,Refugees (incl. refugee-like situations),32.00
2013,Denmark,C̫te d'Ivoire,Refugees (incl. refugee-like situations),10.00
2013,Denmark,Cameroon,Refugees (incl. refugee-like situations),6.00
2013,Denmark,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),80.00
2013,Denmark,Congo,Refugees (incl. refugee-like situations),4.00
2013,Denmark,Djibouti,Refugees (incl. refugee-like situations),1.00
2013,Denmark,Algeria,Refugees (incl. refugee-like situations),9.00
2013,Denmark,Eritrea,Refugees (incl. refugee-like situations),108.00
2013,Denmark,Ethiopia,Refugees (incl. refugee-like situations),18.00
2013,Denmark,Georgia,Refugees (incl. refugee-like situations),21.00
2013,Denmark,Ghana,Refugees (incl. refugee-like situations),2.00
2013,Denmark,Guinea,Refugees (incl. refugee-like situations),3.00
2013,Denmark,Guinea-Bissau,Refugees (incl. refugee-like situations),3.00
2013,Denmark,Guatemala,Refugees (incl. refugee-like situations),2.00
2013,Denmark,Indonesia,Refugees (incl. refugee-like situations),1.00
2013,Denmark,India,Refugees (incl. refugee-like situations),17.00
2013,Denmark,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),1842.00
2013,Denmark,Iraq,Refugees (incl. refugee-like situations),1034.00
2013,Denmark,Jordan,Refugees (incl. refugee-like situations),6.00
2013,Denmark,Kazakhstan,Refugees (incl. refugee-like situations),2.00
2013,Denmark,Kenya,Refugees (incl. refugee-like situations),7.00
2013,Denmark,Kyrgyzstan,Refugees (incl. refugee-like situations),5.00
2013,Denmark,Cambodia,Refugees (incl. refugee-like situations),1.00
2013,Denmark,Rep. of Korea,Refugees (incl. refugee-like situations),1.00
2013,Denmark,Kuwait,Refugees (incl. refugee-like situations),1.00
2013,Denmark,Lebanon,Refugees (incl. refugee-like situations),35.00
2013,Denmark,Libya,Refugees (incl. refugee-like situations),19.00
2013,Denmark,Sri Lanka,Refugees (incl. refugee-like situations),78.00
2013,Denmark,Morocco,Refugees (incl. refugee-like situations),7.00
2013,Denmark,The former Yugoslav Republic of Macedonia,Refugees (incl. refugee-like situations),13.00
2013,Denmark,Mali,Refugees (incl. refugee-like situations),1.00
2013,Denmark,Myanmar,Refugees (incl. refugee-like situations),60.00
2013,Denmark,Mongolia,Refugees (incl. refugee-like situations),1.00
2013,Denmark,Nigeria,Refugees (incl. refugee-like situations),14.00
2013,Denmark,Nepal,Refugees (incl. refugee-like situations),8.00
2013,Denmark,Pakistan,Refugees (incl. refugee-like situations),46.00
2013,Denmark,Peru,Refugees (incl. refugee-like situations),1.00
2013,Denmark,Dem. People's Rep. of Korea,Refugees (incl. refugee-like situations),9.00
2013,Denmark,Palestinian,Refugees (incl. refugee-like situations),199.00
2013,Denmark,Romania,Refugees (incl. refugee-like situations),3.00
2013,Denmark,Russian Federation,Refugees (incl. refugee-like situations),1023.00
2013,Denmark,Rwanda,Refugees (incl. refugee-like situations),28.00
2013,Denmark,Saudi Arabia,Refugees (incl. refugee-like situations),1.00
2013,Denmark,Sudan,Refugees (incl. refugee-like situations),65.00
2013,Denmark,Sierra Leone,Refugees (incl. refugee-like situations),1.00
2013,Denmark,Somalia,Refugees (incl. refugee-like situations),798.00
2013,Denmark,Serbia and Kosovo (S/RES/1244 (1999)),Refugees (incl. refugee-like situations),765.00
2013,Denmark,Syrian Arab Rep.,Refugees (incl. refugee-like situations),3271.00
2013,Denmark,Chad,Refugees (incl. refugee-like situations),1.00
2013,Denmark,Tajikistan,Refugees (incl. refugee-like situations),4.00
2013,Denmark,Tunisia,Refugees (incl. refugee-like situations),1.00
2013,Denmark,Turkey,Refugees (incl. refugee-like situations),15.00
2013,Denmark,United Rep. of Tanzania,Refugees (incl. refugee-like situations),1.00
2013,Denmark,Uganda,Refugees (incl. refugee-like situations),27.00
2013,Denmark,Ukraine,Refugees (incl. refugee-like situations),16.00
2013,Denmark,Uzbekistan,Refugees (incl. refugee-like situations),10.00
2013,Denmark,Viet Nam,Refugees (incl. refugee-like situations),6.00
2013,Denmark,Stateless,Refugees (incl. refugee-like situations),515.00
2013,Denmark,Various/Unknown,Refugees (incl. refugee-like situations),395.00
2013,Denmark,Yemen,Refugees (incl. refugee-like situations),2.00
2013,Denmark,Zambia,Refugees (incl. refugee-like situations),1.00
2013,Denmark,Zimbabwe,Refugees (incl. refugee-like situations),9.00
2013,Dominican Rep.,Colombia,Refugees (incl. refugee-like situations),1.00
2013,Dominican Rep.,Haiti,Refugees (incl. refugee-like situations),716.00
2013,Dominican Rep.,Iraq,Refugees (incl. refugee-like situations),1.00
2013,Dominican Rep.,Syrian Arab Rep.,Refugees (incl. refugee-like situations),3.00
2013,Algeria,Afghanistan,Refugees (incl. refugee-like situations),2.00
2013,Algeria,Angola,Refugees (incl. refugee-like situations),4.00
2013,Algeria,Burundi,Refugees (incl. refugee-like situations),1.00
2013,Algeria,Central African Rep.,Refugees (incl. refugee-like situations),1.00
2013,Algeria,C̫te d'Ivoire,Refugees (incl. refugee-like situations),30.00
2013,Algeria,Cameroon,Refugees (incl. refugee-like situations),10.00
2013,Algeria,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),43.00
2013,Algeria,Congo,Refugees (incl. refugee-like situations),7.00
2013,Algeria,Eritrea,Refugees (incl. refugee-like situations),1.00
2013,Algeria,Western Sahara,Refugees (incl. refugee-like situations),90000.00
2013,Algeria,Guinea,Refugees (incl. refugee-like situations),1.00
2013,Algeria,Iraq,Refugees (incl. refugee-like situations),15.00
2013,Algeria,Liberia,Refugees (incl. refugee-like situations),2.00
2013,Algeria,Mauritania,Refugees (incl. refugee-like situations),1.00
2013,Algeria,Nigeria,Refugees (incl. refugee-like situations),2.00
2013,Algeria,Palestinian,Refugees (incl. refugee-like situations),4017.00
2013,Algeria,Somalia,Refugees (incl. refugee-like situations),4.00
2013,Algeria,Chad,Refugees (incl. refugee-like situations),2.00
2013,Algeria,Togo,Refugees (incl. refugee-like situations),3.00
2013,Algeria,Yemen,Refugees (incl. refugee-like situations),4.00
2013,Ecuador,Afghanistan,Refugees (incl. refugee-like situations),112.00
2013,Ecuador,Angola,Refugees (incl. refugee-like situations),2.00
2013,Ecuador,Albania,Refugees (incl. refugee-like situations),6.00
2013,Ecuador,Argentina,Refugees (incl. refugee-like situations),2.00
2013,Ecuador,Armenia,Refugees (incl. refugee-like situations),4.00
2013,Ecuador,Azerbaijan,Refugees (incl. refugee-like situations),2.00
2013,Ecuador,Burundi,Refugees (incl. refugee-like situations),2.00
2013,Ecuador,Bangladesh,Refugees (incl. refugee-like situations),2.00
2013,Ecuador,Bosnia and Herzegovina,Refugees (incl. refugee-like situations),1.00
2013,Ecuador,Belarus,Refugees (incl. refugee-like situations),1.00
2013,Ecuador,Brazil,Refugees (incl. refugee-like situations),3.00
2013,Ecuador,Chile,Refugees (incl. refugee-like situations),5.00
2013,Ecuador,China,Refugees (incl. refugee-like situations),12.00
2013,Ecuador,C̫te d'Ivoire,Refugees (incl. refugee-like situations),2.00
2013,Ecuador,Cameroon,Refugees (incl. refugee-like situations),2.00
2013,Ecuador,Congo,Refugees (incl. refugee-like situations),4.00
2013,Ecuador,Colombia,Refugees (incl. refugee-like situations),122359.00
2013,Ecuador,Cuba,Refugees (incl. refugee-like situations),228.00
2013,Ecuador,Germany,Refugees (incl. refugee-like situations),1.00
2013,Ecuador,Dominican Rep.,Refugees (incl. refugee-like situations),4.00
2013,Ecuador,Egypt,Refugees (incl. refugee-like situations),1.00
2013,Ecuador,Eritrea,Refugees (incl. refugee-like situations),11.00
2013,Ecuador,Western Sahara,Refugees (incl. refugee-like situations),5.00
2013,Ecuador,Spain,Refugees (incl. refugee-like situations),4.00
2013,Ecuador,Ethiopia,Refugees (incl. refugee-like situations),3.00
2013,Ecuador,Ghana,Refugees (incl. refugee-like situations),2.00
2013,Ecuador,Guinea,Refugees (incl. refugee-like situations),9.00
2013,Ecuador,Guinea-Bissau,Refugees (incl. refugee-like situations),1.00
2013,Ecuador,Haiti,Refugees (incl. refugee-like situations),25.00
2013,Ecuador,India,Refugees (incl. refugee-like situations),2.00
2013,Ecuador,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),26.00
2013,Ecuador,Iraq,Refugees (incl. refugee-like situations),36.00
2013,Ecuador,Jamaica,Refugees (incl. refugee-like situations),1.00
2013,Ecuador,Kyrgyzstan,Refugees (incl. refugee-like situations),1.00
2013,Ecuador,Kuwait,Refugees (incl. refugee-like situations),1.00
2013,Ecuador,Lebanon,Refugees (incl. refugee-like situations),5.00
2013,Ecuador,Liberia,Refugees (incl. refugee-like situations),6.00
2013,Ecuador,Sri Lanka,Refugees (incl. refugee-like situations),16.00
2013,Ecuador,Lithuania,Refugees (incl. refugee-like situations),1.00
2013,Ecuador,Morocco,Refugees (incl. refugee-like situations),4.00
2013,Ecuador,Mali,Refugees (incl. refugee-like situations),2.00
2013,Ecuador,Niger,Refugees (incl. refugee-like situations),1.00
2013,Ecuador,Nigeria,Refugees (incl. refugee-like situations),25.00
2013,Ecuador,Nicaragua,Refugees (incl. refugee-like situations),1.00
2013,Ecuador,Nepal,Refugees (incl. refugee-like situations),5.00
2013,Ecuador,Pakistan,Refugees (incl. refugee-like situations),29.00
2013,Ecuador,Panama,Refugees (incl. refugee-like situations),2.00
2013,Ecuador,Peru,Refugees (incl. refugee-like situations),93.00
2013,Ecuador,Poland,Refugees (incl. refugee-like situations),1.00
2013,Ecuador,Paraguay,Refugees (incl. refugee-like situations),1.00
2013,Ecuador,Palestinian,Refugees (incl. refugee-like situations),9.00
2013,Ecuador,Russian Federation,Refugees (incl. refugee-like situations),29.00
2013,Ecuador,Saudi Arabia,Refugees (incl. refugee-like situations),3.00
2013,Ecuador,Sudan,Refugees (incl. refugee-like situations),5.00
2013,Ecuador,Sierra Leone,Refugees (incl. refugee-like situations),1.00
2013,Ecuador,El Salvador,Refugees (incl. refugee-like situations),5.00
2013,Ecuador,Somalia,Refugees (incl. refugee-like situations),7.00
2013,Ecuador,Serbia and Kosovo (S/RES/1244 (1999)),Refugees (incl. refugee-like situations),14.00
2013,Ecuador,Swaziland,Refugees (incl. refugee-like situations),1.00
2013,Ecuador,Syrian Arab Rep.,Refugees (incl. refugee-like situations),11.00
2013,Ecuador,Togo,Refugees (incl. refugee-like situations),2.00
2013,Ecuador,Turkmenistan,Refugees (incl. refugee-like situations),2.00
2013,Ecuador,Turkey,Refugees (incl. refugee-like situations),2.00
2013,Ecuador,Uganda,Refugees (incl. refugee-like situations),1.00
2013,Ecuador,Uruguay,Refugees (incl. refugee-like situations),1.00
2013,Ecuador,United States of America,Refugees (incl. refugee-like situations),6.00
2013,Ecuador,Uzbekistan,Refugees (incl. refugee-like situations),4.00
2013,Ecuador,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),7.00
2013,Ecuador,Viet Nam,Refugees (incl. refugee-like situations),3.00
2013,Ecuador,Stateless,Refugees (incl. refugee-like situations),1.00
2013,Ecuador,Various/Unknown,Refugees (incl. refugee-like situations),16.00
2013,Ecuador,Zimbabwe,Refugees (incl. refugee-like situations),5.00
2013,Egypt,Afghanistan,Refugees (incl. refugee-like situations),1.00
2013,Egypt,Angola,Refugees (incl. refugee-like situations),1.00
2013,Egypt,Azerbaijan,Refugees (incl. refugee-like situations),1.00
2013,Egypt,Burundi,Refugees (incl. refugee-like situations),43.00
2013,Egypt,Central African Rep.,Refugees (incl. refugee-like situations),2.00
2013,Egypt,China,Refugees (incl. refugee-like situations),5.00
2013,Egypt,C̫te d'Ivoire,Refugees (incl. refugee-like situations),312.00
2013,Egypt,Cameroon,Refugees (incl. refugee-like situations),2.00
2013,Egypt,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),43.00
2013,Egypt,Congo,Refugees (incl. refugee-like situations),7.00
2013,Egypt,Djibouti,Refugees (incl. refugee-like situations),5.00
2013,Egypt,Algeria,Refugees (incl. refugee-like situations),4.00
2013,Egypt,Eritrea,Refugees (incl. refugee-like situations),1523.00
2013,Egypt,Ethiopia,Refugees (incl. refugee-like situations),1029.00
2013,Egypt,Guinea,Refugees (incl. refugee-like situations),9.00
2013,Egypt,Indonesia,Refugees (incl. refugee-like situations),1.00
2013,Egypt,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),1.00
2013,Egypt,Iraq,Refugees (incl. refugee-like situations),5506.00
2013,Egypt,Kenya,Refugees (incl. refugee-like situations),6.00
2013,Egypt,Liberia,Refugees (incl. refugee-like situations),5.00
2013,Egypt,Libya,Refugees (incl. refugee-like situations),5.00
2013,Egypt,Sri Lanka,Refugees (incl. refugee-like situations),3.00
2013,Egypt,Morocco,Refugees (incl. refugee-like situations),1.00
2013,Egypt,Mali,Refugees (incl. refugee-like situations),6.00
2013,Egypt,Myanmar,Refugees (incl. refugee-like situations),2.00
2013,Egypt,Nigeria,Refugees (incl. refugee-like situations),1.00
2013,Egypt,Pakistan,Refugees (incl. refugee-like situations),1.00
2013,Egypt,Philippines,Refugees (incl. refugee-like situations),1.00
2013,Egypt,Palestinian,Refugees (incl. refugee-like situations),70026.00
2013,Egypt,Russian Federation,Refugees (incl. refugee-like situations),11.00
2013,Egypt,Rwanda,Refugees (incl. refugee-like situations),14.00
2013,Egypt,Saudi Arabia,Refugees (incl. refugee-like situations),2.00
2013,Egypt,Sudan,Refugees (incl. refugee-like situations),12927.00
2013,Egypt,Somalia,Refugees (incl. refugee-like situations),6316.00
2013,Egypt,Serbia and Kosovo (S/RES/1244 (1999)),Refugees (incl. refugee-like situations),8.00
2013,Egypt,South Sudan,Refugees (incl. refugee-like situations),299.00
2013,Egypt,Syrian Arab Rep.,Refugees (incl. refugee-like situations),131659.00
